,address_line1,address_line2,city,food_type,food_type1,location,number_of_reviews,opening_hour,out_of,restaurant_name,review_score,review_scores
1333,King Abdullah Rd Corner Khalid Bin Walid St, Riyadh Saudi Arabia,Riyadh,Italian,Italian,"King Abdullah Rd Corner Khalid Bin Walid St, Riyadh Saudi Arabia",17,+ Add hours,53 of 97 Italian in Riyadh,Al Forno,4.0 ,4.0
1334,Riyadh Saudi Arabia,Riyadh Saudi Arabia,Riyadh,"American, Steakhouse, Barbecue",American,Riyadh Saudi Arabia,6,+ Add hours,51 of 100 American in Riyadh,Charcoza Grill,4.5 ,4.5
1335,Mohammed Bin Abdul Aziz Road Ground Floor, G4,Riyadh,"Pizza, Italian",Pizza,"Mohammed Bin Abdul Aziz Road Ground Floor, G4, Al Tahlya, Al Mas Plaza, Riyadh Saudi Arabia",14,+ Add hours,54 of 97 Italian in Riyadh,California Pizza Kitchen,4.0 ,4.0
1336,King Fahad Road, Riyadh Saudi Arabia,Riyadh,Cafe,Cafe,"King Fahad Road, Riyadh Saudi Arabia",4,+ Add hours,45 of 97 Cafe in Riyadh,Brewstars Cafe and Terrace,5.0 ,5.0
1337,4466 Kharis Branch Rd Ar Rawdah,4466 Kharis Branch Rd Ar Rawdah,Riyadh,"Italian, Pizza",Italian,"4466 Kharis Branch Rd Ar Rawdah,, Riyadh 13211 Saudi Arabia",12,+ Add hours,56 of 97 Italian in Riyadh,Yellow Cab Pizza Co,3.5 ,3.5
1338,Saad Ibn Abi Waqas, An Nasim Al Gharbi Riyadh,Riyadh,"Chinese, Asian, Thai",Asian,"Saad Ibn Abi Waqas, An Nasim Al Gharbi Riyadh, Riyadh 11322 Saudi Arabia",12,+ Add hours,24 of 37 Chinese in Riyadh,Indian Oven,4.0 ,4.0
1339,Hafsah Bint Omar Street.. Rodah Area 014451936, Riyadh Saudi Arabia,Riyadh,Seafood,Seafood,"Hafsah Bint Omar Street.. Rodah Area 014451936, Riyadh Saudi Arabia",22,+ Add hours,20 of 32 Seafood in Riyadh,Myfish-Samakatee,4.0 ,4.0
1340,King Abdulaziz Road, Riyadh Saudi Arabia,Riyadh,Turkish,European,"King Abdulaziz Road, Riyadh Saudi Arabia",5,Closed Now:See all hours,22 of 42 Turkish in Riyadh,Noor Al Hanaa Restaurant,4.5 ,4.5
1341,Prince Muhammad Bin Abdulaziz Road Al Olaya, Narcissus Hotel & Residence,Riyadh,Seafood,Seafood,"Prince Muhammad Bin Abdulaziz Road Al Olaya, Narcissus Hotel & Residence, Riyadh 12214 Saudi Arabia",6,+ Add hours,21 of 32 Seafood in Riyadh,The Cove Seafood Restaurant,4.5 ,4.5
1342,Prince Sultan Bin Abdulaziz street Cnr Of Prince Abdul Aziz Masjid, Riyadh 11564 Saudi Arabia,Riyadh,Fast Food,Fast Food,"Prince Sultan Bin Abdulaziz street Cnr Of Prince Abdul Aziz Masjid, Riyadh 11564 Saudi Arabia",20,Closed Now:See all hours,34 of 84 Fast Food in Riyadh,BurgerFuel Talateen Riyadh,3.5 ,3.5
1343,7633 King Abdul Aziz Road, Riyadh 133122154 Saudi Arabia,Riyadh,"Italian, Pizza",Italian,"7633 King Abdul Aziz Road, Riyadh 133122154 Saudi Arabia",12,+ Add hours,57 of 97 Italian in Riyadh,il Fornaretto,4.0 ,4.0
1344,9002, Hamzah Ibn Abdul Muttalib,Riyadh,"izza, Fast Food",Fast Food,"9002, Hamzah Ibn Abdul Muttalib, Riyadh 12991 Saudi Arabia",7,+ Add hours,35 of 76 Pizza in Riyadh,Sbarro,4.5 ,4.5
1345,Khurais Road, Riyadh 14212 Saudi Arabia,Riyadh,"talian, Chinese, American, Indian",Asian,"Khurais Road, Riyadh 14212 Saudi Arabia",4,+ Add hours,58 of 97 Italian in Riyadh,Madami,5.0 ,5.0
1346,King Abdulaziz Road, Riyadh Saudi Arabia,Riyadh,Shawarma,Arabic,"King Abdulaziz Road, Riyadh Saudi Arabia",22,+ Add hours,73 of 108 Middle Eastern in Riyadh,Shawarma,3.5 ,3.5
1347,King Abdulaziz Rd, Riyadh Saudi Arabia,Riyadh,"afe, International, Mediterranean, Middle Eastern",International,"King Abdulaziz Rd, Riyadh Saudi Arabia",8,+ Add hours,47 of 97 Cafe in Riyadh,Pan Breeza Lounge,4.0 ,4.0
1348,Unit 4_ An NakheImam Saud Ibn Abdul Aziz Road  mam Saud Ibn Abdul Aziz Road, Riyadh 12382 Saudi Arabia,Riyadh,International,International,"Unit 4_ An NakheImam Saud Ibn Abdul Aziz Road  mam Saud Ibn Abdul Aziz Road, Riyadh 12382 Saudi Arabia",3,+ Add hours,38 of 79 International in Riyadh,Mosaique,5.0 ,5.0
1349,Takhassusi street, Al Mohammadiyyah The Zone,Riyadh,"American, Seafood, International",American,"Takhassusi street, Al Mohammadiyyah The Zone, Riyadh 12364 Saudi Arabia",9,+ Add hours,53 of 100 American in Riyadh,Catch,4.0 ,4.0
1350,3rd floor, Al Faysaleya mall,Riyadh,"Lebanese, Mediterranean",Arabic,"3rd floor, Al Faysaleya mall, Riyadh Saudi Arabia",8,+ Add hours,29 of 47 Lebanese in Riyadh,Bourj Al Hamam Express,4.0 ,4.0
1351,Tahlia Street, Riyadh Saudi Arabia,Riyadh,"Lebanese, Middle Eastern, Mediterranean",Arabic,"Tahlia Street, Riyadh Saudi Arabia",26,+ Add hours,30 of 47 Lebanese in Riyadh,The Lebanese Corner,3.5 ,3.5
1352,Ar Rabi, Riyadh 13316 Saudi Arabia,Riyadh,"Seafood, Sushi",Seafood,"Ar Rabi, Riyadh 13316 Saudi Arabia",23,+ Add hours,23 of 32 Seafood in Riyadh,Ocean Basket,3.5 ,3.5
1353,Al Urubah Rd, Riyadh 12351 Saudi Arabia,Riyadh,"Asian, Indian, Halal",Asian,"Al Urubah Rd, Riyadh 12351 Saudi Arabia",15,Open Now:See all hours,40 of 69 Indian in Riyadh,Malaz Restaurant,3.5 ,3.5
1354,Althumamah Road, Riyadh 11372 Saudi Arabia,Riyadh,Cafe,Cafe,"Althumamah Road, Riyadh 11372 Saudi Arabia",8,+ Add hours,59 of 97 Italian in Riyadh,Capri Cafe,4.0 ,4.0
1355,King Abdul Aziz Road,King Abdul Aziz Road,Riyadh,Cafe,Cafe,"King Abdul Aziz Road,, Riyadh Saudi Arabia",9,+ Add hours,40 of 79 International in Riyadh,Cafune,4.0 ,4.0
1356,Al Imam Abdullah Ibn Saud lbn Abdul Aziz Road Sidra, Riyadh Saudi Arabia,Riyadh,"izza, Italian",Italian,"Al Imam Abdullah Ibn Saud lbn Abdul Aziz Road Sidra, Riyadh Saudi Arabia",7,+ Add hours,60 of 97 Italian in Riyadh,Blaze pizza,4.0 ,4.0
1357,Khalid Bin Yazid St., Riyadh Saudi Arabia,Riyadh,"International, Sushi, Middle Eastern",International,"Khalid Bin Yazid St., Riyadh Saudi Arabia",15,+ Add hours,41 of 79 International in Riyadh,Al-Shurafa,3.5 ,3.5
1358,Centria shopping mall, Second floor,Riyadh,Cafe,Cafe,"Centria shopping mall, Second floor, Riyadh Saudi Arabia",8,Open Now:See all hours,48 of 97 Cafe in Riyadh,Art Cafe,4.5 ,4.5
1359,Al Imam Saud Bin Abdul aziz Branch Rd - King Fahad, Riyadh 12274 Saudi Arabia,Riyadh,"Indian, Moroccan, International",Indian,"Al Imam Saud Bin Abdul aziz Branch Rd - King Fahad, Riyadh 12274 Saudi Arabia",5,Closed Now:See all hours,41 of 69 Indian in Riyadh,Tanjiah Restaurant,4.5 ,4.5
1360,King Abdulaziz Road., Riyadh Saudi Arabia,Riyadh,Cafe,Cafe,"King Abdulaziz Road., Riyadh Saudi Arabia",4,+ Add hours,42 of 69 Indian in Riyadh,Tea Club,4.5 ,4.5
1361,Tahliya Street, Riyadh Saudi Arabia,Riyadh,"American, Cafe, Fusion",American,"Tahliya Street, Riyadh Saudi Arabia",9,Closed Now:See all hours,55 of 100 American in Riyadh,Soho Club,4.0 ,4.0
1362,Al Thalatheen St, Riyadh Saudi Arabia,Riyadh,Mediterranean,Mediterranean,"Al Thalatheen St, Riyadh Saudi Arabia",18,+ Add hours,67 of 95 Mediterranean in Riyadh,Abou Kamal,3.5 ,3.5
1363,Anas Ibn Malik Road,Anas Ibn Malik Road,Riyadh,"Asian, Pakistani, Barbecue",Asian,"Anas Ibn Malik Road,, Riyadh Saudi Arabia",19,Opens in 6 min:See all hours,27 of 30 Barbecue in Riyadh,Zouq Mughal Restaurant,3.5 ,3.5
1364,Riyadh Saudi Arabia,Riyadh Saudi Arabia,Riyadh,"Turkish, Mediterranean",European,Riyadh Saudi Arabia,18,Open Now:See all hours,68 of 95 Mediterranean in Riyadh,Emirgan Sutis,3.5 ,3.5
1365,Tahliya Street, Riyadh Saudi Arabia,Riyadh,Cafe,Cafe,"Tahliya Street, Riyadh Saudi Arabia",23,Open Now:9:00 AM - 12:00 PM,31 of 47 Lebanese in Riyadh,Cafe Blanc,3.5 ,3.5
1366,Khurais Road, Riyadh Saudi Arabia,Riyadh,"Indian, Vegetarian Friendly",Indian,"Khurais Road, Riyadh Saudi Arabia",30,+ Add hours,43 of 69 Indian in Riyadh,Indian Island Restaurant,3.5 ,3.5
1367,Olaya Talateen, Riyadh Saudi Arabia,Riyadh,Italian,Italian,"Olaya Talateen, Riyadh Saudi Arabia",8,+ Add hours,61 of 97 Italian in Riyadh,Sicilia's Pizza Cuts,4.0 ,4.0
1368,Riyadh Saudi Arabia,Riyadh Saudi Arabia,Riyadh,"hinese, Indian, Seafood",Indian,Riyadh Saudi Arabia,8,+ Add hours,26 of 37 Chinese in Riyadh,Golden Salmon Restaurant,4.0 ,4.0
1369,Bar.B.Q Tonight Restaurant 2623 Dirab Branch Rd, Riyadh 14713 Dirab Service Road going towards Riyadh,Riyadh,"akistani, Afghani",Asian,"Bar.B.Q Tonight Restaurant 2623 Dirab Branch Rd, Riyadh 14713 Dirab Service Road going towards Riyadh, Riyadh Saudi Arabia",3,+ Add hours,10 of 15 Pakistani in Riyadh,BBQ Tonight Riyadh,4.5 ,4.5
1370,Dabab Street, Riyadh 12221 Saudi Arabia,Riyadh,"Mexican, American",American,"Dabab Street, Riyadh 12221 Saudi Arabia",15,+ Add hours,5 of 11 Mexican in Riyadh,Fajita Avenue,3.5 ,3.5
1371,Omar Bin AbdulAziz Alarbaeen st. almalaz, Riyadh Saudi Arabia,Riyadh,Pizza,Pizza,"Omar Bin AbdulAziz Alarbaeen st. almalaz, Riyadh Saudi Arabia",12,+ Add hours,39 of 76 Pizza in Riyadh,Pizza Time,4.0 ,4.0
1372,2349 Makkah Al Mukarramah Branch Road, Riyadh 12621 Saudi Arabia,Riyadh,"American, Cafe, Fast Food",Bakery,"2349 Makkah Al Mukarramah Branch Road, Riyadh 12621 Saudi Arabia",15,Open Now:See all hours,59 of 100 American in Riyadh,Bagel Brothers - Sandwich Restaurant,4.0 ,4.0
1373,King Abdullah Road Ext. 10 King Adbul Aziz Road Ext. 5, Riyadh Saudi Arabia,Riyadh,Italian,Italian,"King Abdullah Road Ext. 10 King Adbul Aziz Road Ext. 5, Riyadh Saudi Arabia",20,+ Add hours,63 of 97 Italian in Riyadh,Primi,3.5 ,3.5
1374,Prince Sultan Ibn Abdul Aziz, Riyadh 12313 Saudi Arabia,Riyadh,Lebanese,Arabic,"Prince Sultan Ibn Abdul Aziz, Riyadh 12313 Saudi Arabia",9,+ Add hours,32 of 47 Lebanese in Riyadh,Ammouneh,4.0 ,4.0
1375,Al Oruba Street, Riyadh 12322 Saudi Arabia,Riyadh,Indian,Indian,"Al Oruba Street, Riyadh 12322 Saudi Arabia",8,+ Add hours,45 of 69 Indian in Riyadh,Golden Yellow Indian Restaurant,4.0 ,4.0
1376,King Fahad Road, Riyadh Saudi Arabia,Riyadh,Indian,Indian,"King Fahad Road, Riyadh Saudi Arabia",13,+ Add hours,46 of 69 Indian in Riyadh,Shikara,3.5 ,3.5
1377,Abdullah Bin Sulaiman Al Hamdan Street, Riyadh Saudi Arabia,Riyadh,"talian, French, American, Mediterranean",European,"Abdullah Bin Sulaiman Al Hamdan Street, Riyadh Saudi Arabia",4,+ Add hours,64 of 97 Italian in Riyadh,Shabby chic,4.5 ,4.5
1378,At Takhassusi, Al Olaya,Riyadh,"American, Fast Food",American,"At Takhassusi, Al Olaya, Riyadh 12313, Saudi Arabia, Riyadh 11462 Saudi Arabia",36,Closed Now:See all hours,61 of 100 American in Riyadh,Fatburger & Buffalo's Express,3.5 ,3.5
1379,Northern Ring Road Rubeen Plaza, Riyadh Saudi Arabia,Riyadh,"ndian, Arabic",Arabic,"Northern Ring Road Rubeen Plaza, Riyadh Saudi Arabia",3,+ Add hours,47 of 69 Indian in Riyadh,karak Katti Kabab,4.5 ,4.5
1380,Uthman Ibn Affan Road,Uthman Ibn Affan Road,Riyadh,Cafe,Cafe,"Uthman Ibn Affan Road,, Riyadh 11372 Saudi Arabia",4,Open Now:See all hours,53 of 97 Cafe in Riyadh,Coffee Tale Cafe,4.5 ,4.5
1381,King Abdullah Road, Riyadh Saudi Arabia,Riyadh,"Italian, Mediterranean, European",Italian,"King Abdullah Road, Riyadh Saudi Arabia",24,+ Add hours,65 of 97 Italian in Riyadh,Avocado,3.5 ,3.5
1382,King Abdul Aziz Road, One Square,Riyadh,Japanese,Asian,"King Abdul Aziz Road, One Square, Riyadh 13315 Saudi Arabia",5,Closed Now:See all hours,21 of 27 Japanese in Riyadh,Kimono,4.0 ,4.0
1383,Sahara Mall King Abdul Aziz Rd, King Fahd,Riyadh,"afe, Thai",Asian,"Sahara Mall King Abdul Aziz Rd, King Fahd, Riyadh 000 Saudi Arabia",6,+ Add hours,54 of 97 Cafe in Riyadh,Rotiboy Arabia,4.0 ,4.0
1384,Prince Turki Bin Abdulaziz Alawwal, Riyadh Saudi Arabia,Riyadh,"Indian, Cafe, Middle Eastern",Indian,"Prince Turki Bin Abdulaziz Alawwal, Riyadh Saudi Arabia",8,+ Add hours,48 of 69 Indian in Riyadh,Kara Gholam,4.0 ,4.0
1385,7092 King Fahad Road, Riyadh 13521 Saudi Arabia,Riyadh,Turkish,European,"7092 King Fahad Road, Riyadh 13521 Saudi Arabia",9,+ Add hours,24 of 42 Turkish in Riyadh,Doner House,3.5 ,3.5
1386,Al Malqa Street, Al Malga,Riyadh,"Lebanese, Mediterranean, Turkish",Arabic,"Al Malqa Street, Al Malga, Riyadh 13524 Saudi Arabia",7,+ Add hours,33 of 47 Lebanese in Riyadh,Give Me Five,4.0 ,4.0
1387,Al urubah branch rd ummul al hamam al gharbi 12328, Riyadh Saudi Arabia,Riyadh,"Thai, Vegetarian Friendly",Asian,"Al urubah branch rd ummul al hamam al gharbi 12328, Riyadh Saudi Arabia",9,+ Add hours,5 of 7 Thai in Riyadh,Baan Thai,4.0 ,4.0
1388,6906 Uthman Ibn Affan Road, Riyadh 13323 Saudi Arabia,Riyadh,"European, Hungarian",European,"6906 Uthman Ibn Affan Road, Riyadh 13323 Saudi Arabia",11,+ Add hours,43 of 57 European in Riyadh,Chimney Cake Bistro,3.5 ,3.5
1389,Al Ghadeer Street Near Exit 5, Riyadh 11426 Saudi Arabia,Riyadh,Chinese,Asian,"Al Ghadeer Street Near Exit 5, Riyadh 11426 Saudi Arabia",12,+ Add hours,27 of 37 Chinese in Riyadh,China Gate,3.5 ,3.5
1390,Takhassusi St. Al Maazer, Riyadh 12714 Saudi Arabia,Riyadh,"talian, Cafe",Cafe,"Takhassusi St. Al Maazer, Riyadh 12714 Saudi Arabia",4,+ Add hours,66 of 97 Italian in Riyadh,Kapital Kitchen,4.5 ,4.5
1391,King Fahd Area, Riyadh 11517 Saudi Arabia,Riyadh,Cafe,Cafe,"King Fahd Area, Riyadh 11517 Saudi Arabia",5,+ Add hours,58 of 97 Cafe in Riyadh,Chef Maha,4.5 ,4.5
1392,Prince Mohamed Bin Abdulaziz Street, Olaya District,Riyadh,"uropean, Portuguese",European,"Prince Mohamed Bin Abdulaziz Street, Olaya District, Riyadh Saudi Arabia",3,+ Add hours,44 of 57 European in Riyadh,Confeiteiria Nacional,5.0 ,5.0
1393,Uthman bin Affan Exit 7, Riyadh Saudi Arabia,Riyadh,"International, Vegetarian Friendly",International,"Uthman bin Affan Exit 7, Riyadh Saudi Arabia",13,+ Add hours,44 of 79 International in Riyadh,Signature Juice Factory,3.5 ,3.5
1394,king Fahd Road, Riyadh Saudi Arabia,Riyadh,Chinese,Asian,"king Fahd Road, Riyadh Saudi Arabia",14,+ Add hours,28 of 37 Chinese in Riyadh,Lai Lai,3.5 ,3.5
1395,Qurtuba, Riyadh Saudi Arabia,Riyadh,Asian,Asian,"Qurtuba, Riyadh Saudi Arabia",7,+ Add hours,66 of 86 Asian in Riyadh,Shah Rukh Khan,3.5 ,3.5
1396,Jarir St, Riyadh 12600 Saudi Arabia,Riyadh,"Mediterranean, Egyptian",Mediterranean,"Jarir St, Riyadh 12600 Saudi Arabia",10,+ Add hours,73 of 95 Mediterranean in Riyadh,Koshary Express,3.5 ,3.5
1397,7636 Prince Nasir Bin Saud Bin Farhan Al Saud Street As Sahafah, Riyadh 3656 Saudi Arabia,Riyadh,"merican, Arabic",Arabic,"7636 Prince Nasir Bin Saud Bin Farhan Al Saud Street As Sahafah, Riyadh 3656 Saudi Arabia",2,+ Add hours,62 of 100 American in Riyadh,Organic Drip,5.0 ,5.0
1398,Anas Bin Malek Road, Riyadh Saudi Arabia,Riyadh,"ebanese, Mediterranean, Turkish, Arabic",Mediterranean,"Anas Bin Malek Road, Riyadh Saudi Arabia",4,+ Add hours,34 of 47 Lebanese in Riyadh,Usta Asim,4.0 ,4.0
1399,Takhassusi Street, Riyadh 12364 Saudi Arabia,Riyadh,Cafe,Cafe,"Takhassusi Street, Riyadh 12364 Saudi Arabia",2,Closed Now:See all hours,35 of 47 Lebanese in Riyadh,Em Sherif Cafe Riyadh,5.0 ,5.0
1400,2649 Northern Ring Branch Road An Nakheel, Riyadh 12385 13512 Saudi Arabia,Riyadh,"Japanese, Asian, Korean",Asian,"2649 Northern Ring Branch Road An Nakheel, Riyadh 12385 13512 Saudi Arabia",2,Closed Now:See all hours,22 of 27 Japanese in Riyadh,IRORI,5.0 ,5.0
1401,Urubah Road, Riyadh 21453 Saudi Arabia,Riyadh,American,Bakery,"Urubah Road, Riyadh 21453 Saudi Arabia",6,+ Add hours,63 of 100 American in Riyadh,Helens Bakery,4.0 ,4.0
1402,Al Takhassusi Street, Riyadh Saudi Arabia,Riyadh,"Arabic, Lebanese, Mediterranean",Arabic,"Al Takhassusi Street, Riyadh Saudi Arabia",2,Closed Now:See all hours,36 of 47 Lebanese in Riyadh,Awani,5.0 ,5.0
1403,Al Urubah Road Urubah Square - Hyper Panda, Riyadh 11323 Saudi Arabia,Riyadh,"Japanese, Sushi, Asian",Asian,"Al Urubah Road Urubah Square - Hyper Panda, Riyadh 11323 Saudi Arabia",23,Closed Now:See all hours,23 of 27 Japanese in Riyadh,SHiRO,4.5 ,4.5
1404,Prince Turki Al Awwal Rd U Walk, Riyadh 12373 Saudi Arabia,Riyadh,"nternational, Diner",International,"Prince Turki Al Awwal Rd U Walk, Riyadh 12373 Saudi Arabia",2,+ Add hours,45 of 79 International in Riyadh,Surround,5.0 ,5.0
1405,King Abdullah, Riyadh Saudi Arabia,Riyadh,"Chinese, Thai",Asian,"King Abdullah, Riyadh Saudi Arabia",13,+ Add hours,29 of 37 Chinese in Riyadh,Bangkok,3.5 ,3.5
1406,As Sahafah, Riyadh 13315 Saudi Arabia,Riyadh,Italian,Italian,"As Sahafah, Riyadh 13315 Saudi Arabia",9,Closed Now:See all hours,70 of 97 Italian in Riyadh,Cello Lounge,3.5 ,3.5
1407,Prince Majed Ibn Abd El Aziz Road, Riyadh Saudi Arabia,Riyadh,"merican, Native American",American,"Prince Majed Ibn Abd El Aziz Road, Riyadh Saudi Arabia",3,+ Add hours,64 of 100 American in Riyadh,Tom Tom,4.5 ,4.5
1408,Prince Muhammed Bin Abdulaziz Road, Riyadh Saudi Arabia,Riyadh,"Italian, Fusion",Italian,"Prince Muhammed Bin Abdulaziz Road, Riyadh Saudi Arabia",5,Closed Now:See all hours,71 of 97 Italian in Riyadh,Koppa,4.0 ,4.0
1409,Khaled Bin Waleed, Hamra District beside Fridays,Riyadh,"editerranean, Egyptian",Arabic,"Khaled Bin Waleed, Hamra District beside Fridays, Riyadh Saudi Arabia",6,+ Add hours,77 of 95 Mediterranean in Riyadh,El-Feshawy,4.0 ,4.0
1410,Galaxy Life, Store Number 2,Riyadh,"American, Middle Eastern",American,"Galaxy Life, Store Number 2, Alabas bin Abdulmutalib Street, Riyadh 12476 Saudi Arabia",3,Closed Now:See all hours,65 of 100 American in Riyadh,ACME Restaurant,4.5 ,4.5
1411,4228 Ahmed Al Quraish, Hitten,Riyadh,"elgian, European",European,"4228 Ahmed Al Quraish, Hitten, North Ring Road, Rubeen Plaza near Riyadh Park, Riyadh 13512 Saudi Arabia",3,+ Add hours,1 of 3 Belgian in Riyadh,Godiva,4.5 ,4.5
1412,Takhassusi Branch Road, Al Mohammadiyah,Riyadh,French,European,"Takhassusi Branch Road, Al Mohammadiyah, Riyadh 12363 Saudi Arabia",3,Open Now:8:00 AM - 12:00 AM,25 of 38 French in Riyadh,Oplaisir,4.5 ,4.5
1413,King Fahad Road Cross Imam Road, Riyadh Saudi Arabia,Riyadh,Italian,Italian,"King Fahad Road Cross Imam Road, Riyadh Saudi Arabia",13,Closed Now:See all hours,72 of 97 Italian in Riyadh,Antica Roma,4.0 ,4.0
1414,Uthman Ibn Affan Rd, Riyadh Saudi Arabia,Riyadh,"talian, International",International,"Uthman Ibn Affan Rd, Riyadh Saudi Arabia",7,+ Add hours,73 of 97 Italian in Riyadh,Wild Thyme Restaurant,3.5 ,3.5
1415,Abdullah Ibn Sulaiman Al Hamadan Al Olaya, Riyadh,Riyadh,Cafe,Cafe,"Abdullah Ibn Sulaiman Al Hamadan Al Olaya, Riyadh, Riyadh 11422 Saudi Arabia",4,+ Add hours,74 of 97 Italian in Riyadh,Roma Cafe,4.0 ,4.0
1416,Shaikh Hasan Ibn Hussain Ibn Ali Road Qortubah, North bound,Riyadh,Turkish,European,"Shaikh Hasan Ibn Hussain Ibn Ali Road Qortubah, North bound, Riyadh Saudi Arabia",2,Closed Now:See all hours,28 of 42 Turkish in Riyadh,Turkish Taste,5.0 ,5.0
1417,Anas Ibn Malik Rd, Riyadh 13521 Saudi Arabia,Riyadh,"American, European",American,"Anas Ibn Malik Rd, Riyadh 13521 Saudi Arabia",6,+ Add hours,68 of 100 American in Riyadh,Ribs,3.5 ,3.5
1418,Almadinah Almwnawrah Street, Riyadh Saudi Arabia,Riyadh,"Lebanese, Middle Eastern",Arabic,"Almadinah Almwnawrah Street, Riyadh Saudi Arabia",16,+ Add hours,37 of 47 Lebanese in Riyadh,Ala Albal,3.5 ,3.5
1419,Ibdaa Plaza, Riyadh 13244 Saudi Arabia,Riyadh,"American, Fast Food, Grill",American,"Ibdaa Plaza, Riyadh 13244 Saudi Arabia",9,+ Add hours,69 of 100 American in Riyadh,East Coast Wings KSA,4.0 ,4.0
1420,Prince Turki Ibn Abdulaziz Al Awwal Road, Riyadh 12362 Saudi Arabia,Riyadh,"Chinese, Asian",Asian,"Prince Turki Ibn Abdulaziz Al Awwal Road, Riyadh 12362 Saudi Arabia",14,+ Add hours,30 of 37 Chinese in Riyadh,Noodle Box,3.5 ,3.5
1421,Kingdom Tower, Riyadh Saudi Arabia,Riyadh,Indian,Indian,"Kingdom Tower, Riyadh Saudi Arabia",13,Closes in 29 min:See all hours,49 of 69 Indian in Riyadh,Aladdin,3.5 ,3.5
1422,Northern Ring Road, Riyadh Saudi Arabia,Riyadh,"talian, Japanese, International",Asian,"Northern Ring Road, Riyadh Saudi Arabia",2,+ Add hours,75 of 97 Italian in Riyadh,Mizo Eatery,4.5 ,4.5
1423,Prince Turki Ibn Abdulaziz Al Awwal Rd, Riyadh 13513,Riyadh,"Mexican, Fast Food",American,"Prince Turki Ibn Abdulaziz Al Awwal Rd, Riyadh 13513, Riyadh 13513 Saudi Arabia",2,Open Now:11:00 AM - 12:00 AM,7 of 11 Mexican in Riyadh,FireGrill,4.5 ,4.5
1424,Al Olaya Street, Al Murooj District,Riyadh,"International, Arabic",International,"Al Olaya Street, Al Murooj District, Riyadh 11616 Saudi Arabia",11,Closed Now:See all hours,48 of 79 International in Riyadh,ctaste - Centro Waha,3.5 ,3.5
1425,Abdullah Hamdan Olaya, Riyadh Saudi Arabia,Riyadh,Indian,Indian,"Abdullah Hamdan Olaya, Riyadh Saudi Arabia",15,+ Add hours,50 of 69 Indian in Riyadh,saffron Indian olaya,3.5 ,3.5
1426,Makah Road Turki Square, Riyadh Saudi Arabia,Riyadh,"afe, International, Contemporary, Arabic",International,"Makah Road Turki Square, Riyadh Saudi Arabia",3,Open Now:4:30 AM - 12:00 AM,63 of 97 Cafe in Riyadh,Faris breakfast,4.0 ,4.0
1427,Al Olaya, Riyadh 12213 Saudi Arabia,Riyadh,"teakhouse, Turkish",European,"Al Olaya, Riyadh 12213 Saudi Arabia",2,+ Add hours,30 of 33 Steakhouse in Riyadh,"Chef Boutique Turkish Steakhouse,",4.5 ,4.5
1428,2385 Olaya Street Aloft Riyadh Hotel, Riyadh Saudi Arabia,Riyadh,"Bar, Cafe, International",International,"2385 Olaya Street Aloft Riyadh Hotel, Riyadh Saudi Arabia",4,+ Add hours,2 of 3 Bar in Riyadh,W XYZ lounge,4.0 ,4.0
1429,Abi Bakr As Siddiq, Rabea,Riyadh,Asian,Asian,"Abi Bakr As Siddiq, Rabea, Riyadh 13316 Saudi Arabia",3,+ Add hours,71 of 86 Asian in Riyadh,YummyWok,4.0 ,4.0
1430,11322 King Fahd Road, Riyadh Saudi Arabia,Riyadh,American,American,"11322 King Fahd Road, Riyadh Saudi Arabia",7,+ Add hours,70 of 100 American in Riyadh,New York Fries,3.5 ,3.5
1431,Khorais Road, Riyadh Saudi Arabia,Riyadh,"ebanese, Mediterranean",Mediterranean,"Khorais Road, Riyadh Saudi Arabia",3,+ Add hours,38 of 47 Lebanese in Riyadh,Al Balad Restaurant Riyadh,4.0 ,4.0
1432,Northern Ring Road Exit 7, At Taawun Al Ahmadi Street,Riyadh,"Lebanese, Middle Eastern, Mediterranean",Arabic,"Northern Ring Road Exit 7, At Taawun Al Ahmadi Street, Riyadh 12478 Saudi Arabia",31,Open Now:8:00 AM - 1:00 AM,39 of 47 Lebanese in Riyadh,Al Balad Lebanese Restaurant,3.5 ,3.5
1433,Prince Sultan Bin Abd Aziz Street Cross From Dabab Street, Front Of Tamimi Super Market,Riyadh,Cafe,Cafe,"Prince Sultan Bin Abd Aziz Street Cross From Dabab Street, Front Of Tamimi Super Market, Riyadh Saudi Arabia",11,+ Add hours,66 of 97 Cafe in Riyadh,The Crepe Cafe,3.5 ,3.5
1434,Uthman Ibn Affan, Riyadh Saudi Arabia,Riyadh,Fast Food,Fast Food,"Uthman Ibn Affan, Riyadh Saudi Arabia",2,+ Add hours,50 of 84 Fast Food in Riyadh,YummiFrutty,5.0 ,5.0
1435,Old Saniya, Riyadh Saudi Arabia,Riyadh,"ebanese, Mediterranean",Mediterranean,"Old Saniya, Riyadh Saudi Arabia",4,+ Add hours,40 of 47 Lebanese in Riyadh,Al Saeed Restaurant,4.0 ,4.0
1436,Northern Ring Road, Riyadh Saudi Arabia,Riyadh,Mexican,American,"Northern Ring Road, Riyadh Saudi Arabia",3,+ Add hours,8 of 11 Mexican in Riyadh,Mexika,4.0 ,4.0
