,address_line1,address_line2,city,food_type,food_type1,location,number_of_reviews,opening_hour,out_of,restaurant_name,review_score,review_scores
97,7329 King Abdullah Road, Al Hofuf,Eastern_Province,"Egyptian, Arabic, Fast Food",Arabic,"7329 King Abdullah Road, Al Hofuf, Al Ahsa 36364 Saudi Arabia",39,Closed Now:See all hours,1 of 6 Fast Food in Al Hofuf,NOOBA Kushari,4.5 ,4.5
98,Prince Saud Bin Jalawi Road, Al Ahsa 36361 Saudi Arabia,Eastern_Province,"Turkish, Steakhouse, Barbecue",European,"Prince Saud Bin Jalawi Road, Al Ahsa 36361 Saudi Arabia",15,+ Add hours,1 of 1 Steakhouse in Al Ahsa,HASA Steak & Grill,4.5 ,4.5
99,7826-36362-3097, Al Ahsa Saudi Arabia,Eastern_Province,"American, Central American, South American",American,"7826-36362-3097, Al Ahsa Saudi Arabia",38,+ Add hours,1 of 1 American in Al Ahsa,Fridays,4.0 ,4.0
100,Prince Sultan Ibn Fahd Street, Al Khobar Saudi Arabia,Eastern_Province,"Indian, Seafood, International",Indian,"Prince Sultan Ibn Fahd Street, Al Khobar Saudi Arabia",21,Closed Now:See all hours,6 of 31 Indian in Al Khobar,Bistro lounge,4.0 ,4.0
101,King Saud Street Near Mubarak Trade Centre, Al Ahsa Saudi Arabia,Eastern_Province,"Indian, Asian, Middle Eastern",Indian,"King Saud Street Near Mubarak Trade Centre, Al Ahsa Saudi Arabia",35,Closed Now:See all hours,3 of 6 Indian in Al Ahsa,Saffron Island Restaurant,4.0 ,4.0
102,Prince Mohammed Bin Fahd Road, Dammam 32413 Saudi Arabia,Eastern_Province,"Latin, International, European",American,"Prince Mohammed Bin Fahd Road, Dammam 32413 Saudi Arabia",19,Closed Now:See all hours,1 of 16 Italian in Dammam,Beach Park Restaurant,4.5 ,4.5
103,1st Street Sheraton Dammam, Dammam 31422 Saudi Arabia,Eastern_Province,"Japanese, Asian, Chinese",Asian,"1st Street Sheraton Dammam, Dammam 31422 Saudi Arabia",34,Closed Now:See all hours,4 of 8 Chinese in Dammam,Asahi Pan-Asian Restaurant,4.0 ,4.0
104,Al Khobar Saudi Arabia,Al Khobar Saudi Arabia,Eastern_Province,"Diner, Middle Eastern",International,Al Khobar Saudi Arabia,12,+ Add hours,1 of 6 Diner in Al Khobar,Shawatee Alkhaleej Restaurant,4.5 ,4.5
105,alkaleej Road, Dammam Saudi Arabia,Eastern_Province,"Fast Food, Halal, Vegetarian Friendly",Fast Food,"alkaleej Road, Dammam Saudi Arabia",28,+ Add hours,19 of 103 Restaurants in Dammam,Spicy meal,4.0 ,4.0
106,4192 King Salman Street, Al Khobar Saudi Arabia,Eastern_Province,"Italian, European, Vegetarian Friendly",Italian,"4192 King Salman Street, Al Khobar Saudi Arabia",59,+ Add hours,8 of 31 Italian in Al Khobar,Gusto,4.0 ,4.0
107,King Fahad Street, Al Jubail 31961 Saudi Arabia,Eastern_Province,"Chinese, Asian, Seafood",Asian,"King Fahad Street, Al Jubail 31961 Saudi Arabia",20,+ Add hours,2 of 8 Chinese in Al Jubail,The Great Wall Chinese Restaurant,4.0 ,4.0
108,Abdullah Ibn Al Abbas Street, Dhahran 34452 Saudi Arabia,Eastern_Province,"Middle Eastern, Mediterranean, Halal",Arabic,"Abdullah Ibn Al Abbas Street, Dhahran 34452 Saudi Arabia",32,+ Add hours,1 of 6 Mediterranean in Dhahran,Mozon,4.0 ,4.0
109,7979, Feras Bin Al Nadher Street Al Ulaya District,Eastern_Province,"American, African, Barbecue",American,"7979, Feras Bin Al Nadher Street Al Ulaya District, Al Khobar 34445 Saudi Arabia",13,Closed Now:See all hours,13 of 40 American in Al Khobar,The Hussar Grill,4.5 ,4.5
110,Abu Bakkar Siddiq Road AL-MUAJJAL PLAZA, ABU BAKKAR SIDDIQ ROAD,Eastern_Province,"Chinese, Indian, Seafood",Asian,"Abu Bakkar Siddiq Road AL-MUAJJAL PLAZA, ABU BAKKAR SIDDIQ ROAD,, Jubail, Saudi Arabia, Al Jubail 31951 Saudi Arabia",25,+ Add hours,3 of 8 Chinese in Al Jubail,Masala Restaurant,4.5 ,4.5
111,Corniche Rd Aldugaither island, Al Khobar Saudi Arabia,Eastern_Province,"European, Cafe, Mediterranean",European,"Corniche Rd Aldugaither island, Al Khobar Saudi Arabia",61,Closed Now:See all hours,10 of 47 Cafe in Al Khobar,Aioli Lounge,3.5 ,3.5
112,Salaheddin Al Ayoubi Street Building 1, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Cafe, Mediterranean, Greek",Cafe,"Salaheddin Al Ayoubi Street Building 1, Al Khobar 31952 Saudi Arabia",12,Closed Now:See all hours,11 of 47 Cafe in Al Khobar,Taverna,4.5 ,4.5
113,University Rd Intersection with Riyadh St Al Hofuf Eastern, Al Ahsa Saudi Arabia,Eastern_Province,Halal,International,"University Rd Intersection with Riyadh St Al Hofuf Eastern, Al Ahsa Saudi Arabia",31,+ Add hours,9 of 30 Restaurants in Al Ahsa,McDonald's,4.0 ,4.0
114,Prince Faisal Bin Fahad Road Mercado Strip Mall, Al Khobar 34414 Saudi Arabia,Eastern_Province,"French, Dutch, Cafe",Bakery,"Prince Faisal Bin Fahad Road Mercado Strip Mall, Al Khobar 34414 Saudi Arabia",18,Closed Now:See all hours,3 of 10 French in Al Khobar,La Pate Bakery,4.0 ,4.0
115,First Street, Dammam 5397 Saudi Arabia,Eastern_Province,Italian,Italian,"First Street, Dammam 5397 Saudi Arabia",44,+ Add hours,2 of 16 Italian in Dammam,Da Vinci Italian Restaurant,4.0 ,4.0
116,Al Jabal Street, Al Jubail Saudi Arabia,Eastern_Province,"Indian, Barbecue, Asian",Indian,"Al Jabal Street, Al Jubail Saudi Arabia",14,Closed Now:See all hours,5 of 14 Indian in Al Jubail,Delhi,4.0 ,4.0
117,7483 King Fahd Road Khobar South, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Indian, Asian, Vegetarian Friendly",Indian,"7483 King Fahd Road Khobar South, Al Khobar 31952 Saudi Arabia",32,Closed Now:See all hours,7 of 31 Indian in Al Khobar,Sukh Sagar,4.0 ,4.0
118,King Abdulaziz Street, Al Hofuf,Eastern_Province,"Seafood, Mediterranean, Vegetarian Friendly",Seafood,"King Abdulaziz Street, Al Hofuf, Al Ahsa Saudi Arabia",17,+ Add hours,1 of 2 Seafood in Al Hofuf,Al Mahar Restaurant,4.5 ,4.5
119,10 Street Prince Saad Prince Talal, Al Khobar 31952 Saudi Arabia,Eastern_Province,Seafood,Seafood,"10 Street Prince Saad Prince Talal, Al Khobar 31952 Saudi Arabia",10,+ Add hours,10 of 20 Seafood in Al Khobar,Al Marsah Star Seafood Restaurant,4.5 ,4.5
120,King Khaled St, Al Khobar 34427 Saudi Arabia,Eastern_Province,"Barbecue, Middle Eastern, Lebanese",BBQ,"King Khaled St, Al Khobar 34427 Saudi Arabia",16,+ Add hours,3 of 13 Lebanese in Al Khobar,Qasr Al Rehab Restaurant & Grill,4.5 ,4.5
121,Al Khobar Al Shamalia 3879 King Abdul Aziz Road, Al Khobar 346269106 Saudi Arabia,Eastern_Province,"Lebanese, Mediterranean, Barbecue",Arabic,"Al Khobar Al Shamalia 3879 King Abdul Aziz Road, Al Khobar 346269106 Saudi Arabia",61,+ Add hours,4 of 13 Lebanese in Al Khobar,Al Wazzan Restaurant,3.5 ,3.5
122,Makkah Street, Al Khobar Saudi Arabia,Eastern_Province,"Central Asian, Halal",Asian,"Makkah Street, Al Khobar Saudi Arabia",24,+ Add hours,1 of 1 Central Asian in Al Khobar,Eydaam,4.0 ,4.0
123,Khaleej Rd, Ash Shati Al Gharbi,Eastern_Province,"Lebanese, Middle Eastern, Fast Food",Arabic,"Khaleej Rd, Ash Shati Al Gharbi, Dammam 32415, Dammam 32415 Saudi Arabia",18,Closes in 11 min:See all hours,7 of 9 Lebanese in Dammam,Operation: Falafel,4.0 ,4.0
124,Dahran street, Al Ahsa Saudi Arabia,Eastern_Province,"Indian, Asian, Vegetarian Friendly",Indian,"Dahran street, Al Ahsa Saudi Arabia",36,+ Add hours,4 of 6 Indian in Al Ahsa,Cooper chandni,4.0 ,4.0
125,Movenpick Hotel Al Khobar, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Indian, Asian, Vegetarian Friendly",Indian,"Movenpick Hotel Al Khobar, Al Khobar 31952 Saudi Arabia",230,+ Add hours,8 of 31 Indian in Al Khobar,Maharaja by Vineet,4.5 ,4.5
126,King Fahad Road, Al Jubail 31961 Saudi Arabia,Eastern_Province,"Lebanese, Mediterranean",Arabic,"King Fahad Road, Al Jubail 31961 Saudi Arabia",15,+ Add hours,2 of 5 Lebanese in Al Jubail,Manoosha Al Reef,4.5 ,4.5
127,Prince Mashhoor Road,Prince Mashhoor Road,Eastern_Province,"Barbecue, Middle Eastern, Pakistani",BBQ,"Prince Mashhoor Road,, Al Jubail 35412 Saudi Arabia",10,Closed Now:See all hours,4 of 8 Barbecue in Al Jubail,Mama Jee,4.5 ,4.5
128,Mall of Dhahran, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Mall of Dhahran, Al Khobar Saudi Arabia",40,+ Add hours,13 of 47 Cafe in Al Khobar,Costa Coffee,3.5 ,3.5
129,Pepsi Street Prince Faisal Bin Fahad Road, Al Khobar 31952 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Pepsi Street Prince Faisal Bin Fahad Road, Al Khobar 31952 Saudi Arabia",30,Closes in 11 min:See all hours,2 of 6 Mexican in Al Khobar,Sandella's Flatbread Cafe,4.0 ,4.0
130,Amir Sultan Street Cross 6/7, Al Khobar Saudi Arabia,Eastern_Province,"Indian, Asian, Pakistani",Indian,"Amir Sultan Street Cross 6/7, Al Khobar Saudi Arabia",36,Open Now:12:15 PM - 11:15 AM,9 of 31 Indian in Al Khobar,Bikki Restaurant,3.5 ,3.5
131,Gulf street, Al Hofuf,Eastern_Province,"Asian, Halal",Asian,"Gulf street, Al Hofuf, Al Ahsa Saudi Arabia",15,+ Add hours,2 of 3 Asian in Al Hofuf,Curry n Hurry,4.0 ,4.0
132,7th Street Cross Prince Musa`ad St. Tuki Center, Khobar Corniche,Eastern_Province,"American, Fast Food",American,"7th Street Cross Prince Musa`ad St. Tuki Center, Khobar Corniche, Al Khobar 31952 Saudi Arabia",45,Closes in 11 min:See all hours,15 of 40 American in Al Khobar,The Burger Stop,4.0 ,4.0
133,Dhahran Rd,Dhahran Rd,Eastern_Province,Fast Food,Fast Food,"Dhahran Rd,, Al Hofuf, Al Ahsa 36341 Saudi Arabia",18,+ Add hours,2 of 6 Fast Food in Al Hofuf,Kudu,4.0 ,4.0
134,Jubail City Al Balad, Al Jubail 31961 Saudi Arabia,Eastern_Province,"Chinese, Indian, Asian",Asian,"Jubail City Al Balad, Al Jubail 31961 Saudi Arabia",17,+ Add hours,4 of 8 Chinese in Al Jubail,India Gate,4.0 ,4.0
135,22nd Street, Al Khobar Saudi Arabia,Eastern_Province,"Barbecue, Pakistani, Asian",BBQ,"22nd Street, Al Khobar Saudi Arabia",97,+ Add hours,13 of 21 Barbecue in Al Khobar,Bundoo Khan,3.5 ,3.5
136,Prince Faisal Bin Fahad Road, Al Khobar Saudi Arabia,Eastern_Province,American,American,"Prince Faisal Bin Fahad Road, Al Khobar Saudi Arabia",16,+ Add hours,17 of 40 American in Al Khobar,The Cuts Urban Kitchen,4.0 ,4.0
137,Prince Faisal Bin Fahd Road, Al Khobar Saudi Arabia,Eastern_Province,"Middle Eastern, Fast Food, Mediterranean",Arabic,"Prince Faisal Bin Fahd Road, Al Khobar Saudi Arabia",19,+ Add hours,14 of 27 Fast Food in Al Khobar,Shawarmer,4.0 ,4.0
138,101 St Al Sanaiyah, Al Jubail 31961 Saudi Arabia,Eastern_Province,"Lebanese, Middle Eastern, Mediterranean",Arabic,"101 St Al Sanaiyah, Al Jubail 31961 Saudi Arabia",103,Closed Now:See all hours,3 of 5 Lebanese in Al Jubail,Al Diwan Restaurant,4.5 ,4.5
139,Salahuddin Al Ayoubi Street, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Japanese, Asian, Seafood",Asian,"Salahuddin Al Ayoubi Street, Al Khobar 31952 Saudi Arabia",16,+ Add hours,5 of 11 Japanese in Al Khobar,Kodo,4.5 ,4.5
140,7999, Feras Bin Al Nadher Street,Eastern_Province,"Barbecue, Grill",BBQ,"7999, Feras Bin Al Nadher Street, Al Khobar 34445 Saudi Arabia",9,Closed Now:See all hours,14 of 21 Barbecue in Al Khobar,RocoMamas Khobar,4.5 ,4.5
141,Prince faisal bin fahad road Pepsi Road, Al Khobar Saudi Arabia,Eastern_Province,"Lebanese, Middle Eastern, Mediterranean",Arabic,"Prince faisal bin fahad road Pepsi Road, Al Khobar Saudi Arabia",53,Closed Now:See all hours,5 of 13 Lebanese in Al Khobar,Maxim,3.5 ,3.5
142,Abu Bakr Ibn Othman St, Al Athir,Eastern_Province,"Indian, Asian, Middle Eastern",Indian,"Abu Bakr Ibn Othman St, Al Athir, Dammam 32248, Dammam 32248 Saudi Arabia",10,Closed Now:See all hours,22 of 103 Restaurants in Dammam,Masala House,4.5 ,4.5
143,Prince Turki Street 7th Street, Al Khobar Saudi Arabia,Eastern_Province,Seafood,Seafood,"Prince Turki Street 7th Street, Al Khobar Saudi Arabia",28,+ Add hours,12 of 20 Seafood in Al Khobar,Al-Dhow,4.0 ,4.0
144,Prince Mohammed Bin Fahd Branch Rd Al Qusur, Dhahran Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Mohammed Bin Fahd Branch Rd Al Qusur, Dhahran Saudi Arabia",16,Closed Now:See all hours,2 of 2 Lebanese in Dhahran,Aliwan Alshami Restaurant & Cafe,4.0 ,4.0
145,Prince Nayef Street, Al Khobar 34429 Saudi Arabia,Eastern_Province,"Chinese, Asian, Korean",Asian,"Prince Nayef Street, Al Khobar 34429 Saudi Arabia",9,Closed Now:See all hours,6 of 18 Chinese in Al Khobar,Jingogai,4.5 ,4.5
146,No 10 Althuqbah Aqrabiyah, Al Khobar Saudi Arabia,Eastern_Province,"Middle Eastern, Halal",Arabic,"No 10 Althuqbah Aqrabiyah, Al Khobar Saudi Arabia",28,+ Add hours,22 of 50 Middle Eastern in Al Khobar,Malik Mandi,4.0 ,4.0
147,Riyadh Road,Riyadh Road,Eastern_Province,Steakhouse,BBQ,"Riyadh Road,, Al Hofuf, Al Ahsa Saudi Arabia",7,Closed Now:See all hours,1 of 1 Steakhouse in Al Hofuf,Tenderloin,4.5 ,4.5
148,Behind Sabic HQ, Al Jubail 31951 Saudi Arabia,Eastern_Province,Seafood,Seafood,"Behind Sabic HQ, Al Jubail 31951 Saudi Arabia",41,Closed Now:See all hours,5 of 9 Seafood in Al Jubail,Golden Fish Restaurant,4.0 ,4.0
149,Al Ahsa 36423 Saudi Arabia,Al Ahsa 36423 Saudi Arabia,Eastern_Province,Italian,Italian,Al Ahsa 36423 Saudi Arabia,10,+ Add hours,1 of 7 Italian in Al Ahsa,La Casa Pasta,4.5 ,4.5
150,Al Khobar Corniche, Al Khobar Saudi Arabia,Eastern_Province,"American, Cafe",American,"Al Khobar Corniche, Al Khobar Saudi Arabia",69,Closed Now:See all hours,18 of 40 American in Al Khobar,Starbucks,3.5 ,3.5
151,Cornish, Dhahran 31952 Saudi Arabia,Eastern_Province,"Barbecue, Halal",BBQ,"Cornish, Dhahran 31952 Saudi Arabia",24,+ Add hours,2 of 3 Barbecue in Dhahran,Brasa,4.0 ,4.0
152,5022 Prince Faisal Bin Fahd Road,5022 Prince Faisal Bin Fahd Road,Eastern_Province,"Italian, American, European",Italian,"5022 Prince Faisal Bin Fahd Road,, Al Khobar 34433 Saudi Arabia",8,+ Add hours,9 of 31 Italian in Al Khobar,EspressoLab,4.5 ,4.5
153,AlTurki Business Park, Al Khobar Saudi Arabia,Eastern_Province,"French, European, Cafe",European,"AlTurki Business Park, Al Khobar Saudi Arabia",15,+ Add hours,4 of 10 French in Al Khobar,Tower Kitchen by Pattis France,4.5 ,4.5
154,Alshihab Altaifi St., Al Khobar 31952 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Alshihab Altaifi St., Al Khobar 31952 Saudi Arabia",18,+ Add hours,10 of 31 Italian in Al Khobar,Tuxedo Restaurant & Cafe,4.0 ,4.0
155,Al Ashriah Street,Al Ashriah Street,Eastern_Province,Turkish,European,"Al Ashriah Street,, Dammam 32414 Saudi Arabia",14,Closed Now:See all hours,1 of 5 Turkish in Dammam,Kunefeci,4.0 ,4.0
156,Al Corniche, Al Jubail Saudi Arabia,Eastern_Province,"Lebanese, Mediterranean, Middle Eastern",Arabic,"Al Corniche, Al Jubail Saudi Arabia",25,+ Add hours,4 of 5 Lebanese in Al Jubail,Dar Al Karam,3.5 ,3.5
157,Khobar Prince Turkey Street, After Tamimi,Eastern_Province,"Lebanese, Middle Eastern, Mediterranean",Arabic,"Khobar Prince Turkey Street, After Tamimi, Al Khobar Saudi Arabia",16,+ Add hours,6 of 13 Lebanese in Al Khobar,Alshahrour Restaurant,4.0 ,4.0
158,King Abdulaziz Road, Al Jubail 31961 Saudi Arabia,Eastern_Province,"Filipino, Asian",Asian,"King Abdulaziz Road, Al Jubail 31961 Saudi Arabia",10,+ Add hours,1 of 1 Filipino in Al Jubail,Pansitan,4.0 ,4.0
159,Corniche Next to Brasa de Brazil, Al Khobar Saudi Arabia,Eastern_Province,"Indian, Middle Eastern",Indian,"Corniche Next to Brasa de Brazil, Al Khobar Saudi Arabia",19,Closed Now:See all hours,10 of 31 Indian in Al Khobar,Laguna Eastern,3.5 ,3.5
160,Al Qashla Street DoubleTree by Hilton, Dhahran 31952 Saudi Arabia,Eastern_Province,International,International,"Al Qashla Street DoubleTree by Hilton, Dhahran 31952 Saudi Arabia",9,Open Now:7:00 PM - 12:00 PM,1 of 4 International in Dhahran,Al Waha,4.5 ,4.5
161,Ibn Batuta Street,Ibn Batuta Street,Eastern_Province,"Fast Food, Mediterranean, Barbecue",Fast Food,"Ibn Batuta Street,, Dhahran Saudi Arabia",9,+ Add hours,1 of 5 Fast Food in Dhahran,AlMumtaz Restaurant,4.0 ,4.0
162,Prince Talal Bin Abdulaziz St, Al Hofuf,Eastern_Province,American,American,"Prince Talal Bin Abdulaziz St, Al Hofuf, Al Ahsa Saudi Arabia",12,+ Add hours,2 of 6 American in Al Hofuf,Bun&Patty,4.5 ,4.5
163,Zaid Ibn AlKhattab Street, Al Khobar 34447 Saudi Arabia,Eastern_Province,"Cafe, Vegetarian Friendly, Vegan Options",Cafe,"Zaid Ibn AlKhattab Street, Al Khobar 34447 Saudi Arabia",26,Closed Now:See all hours,18 of 47 Cafe in Al Khobar,Scramble,4.0 ,4.0
164,King Saud Branch Rd, Al Hada,Eastern_Province,Fast Food,Fast Food,"King Saud Branch Rd, Al Hada, Al Khobar 34439 Saudi Arabia",8,+ Add hours,15 of 27 Fast Food in Al Khobar,Burger Nook,4.5 ,4.5
165,8277 Uthman Ibn Affan Al Nuzhah, Dammam 322522142 Saudi Arabia,Eastern_Province,"Seafood, Soups",Seafood,"8277 Uthman Ibn Affan Al Nuzhah, Dammam 322522142 Saudi Arabia",27,+ Add hours,1 of 6 Seafood in Dammam,Darin Seafood,3.5 ,3.5
166,6186 Prince Sultan Road Ar Rakah Al Janubiyah 3326, Al Khobar 34227 6186 Saudi Arabia,Eastern_Province,"merican, Contemporary",International,"6186 Prince Sultan Road Ar Rakah Al Janubiyah 3326, Al Khobar 34227 6186 Saudi Arabia",6,+ Add hours,21 of 40 American in Al Khobar,DiCE,4.5 ,4.5
167,downtown Al-Khobar near Galleria Mall, Al Khobar Saudi Arabia,Eastern_Province,"Asian, Thai",Asian,"downtown Al-Khobar near Galleria Mall, Al Khobar Saudi Arabia",13,+ Add hours,23 of 43 Asian in Al Khobar,Thai House,4.0 ,4.0
168,Prince Sultan Road, Al Khobar 34227 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Sultan Road, Al Khobar 34227 Saudi Arabia",18,+ Add hours,5 of 10 Coffee & Tea in Al Khobar,Dose Cafe,4.0 ,4.0
169,King Saud Road Alqashlah, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Mediterranean, Spanish, Contemporary",Mediterranean,"King Saud Road Alqashlah, Al Khobar 31952 Saudi Arabia",10,+ Add hours,18 of 30 Mediterranean in Al Khobar,Aceite,4.5 ,4.5
170,Anas Ibn Malik Street, Dhahran 34452 Saudi Arabia,Eastern_Province,"Mediterranean, Middle Eastern, Vegetarian Friendly",Mediterranean,"Anas Ibn Malik Street, Dhahran 34452 Saudi Arabia",23,+ Add hours,4 of 6 Mediterranean in Dhahran,Moonlight Restaurant,3.5 ,3.5
171,Prince Turki Bin Abdulaziz Street, Al Khobar 34412 Saudi Arabia,Eastern_Province,"Italian, European",Italian,"Prince Turki Bin Abdulaziz Street, Al Khobar 34412 Saudi Arabia",9,Closed Now:See all hours,11 of 31 Italian in Al Khobar,Eat'sy,4.0 ,4.0
172,Prince Turki Street Moevenpick Hotel Al Khobar, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Cafe, International, Arabic",Cafe,"Prince Turki Street Moevenpick Hotel Al Khobar, Al Khobar 31952 Saudi Arabia",6,Closed Now:See all hours,21 of 47 Cafe in Al Khobar,The View,5.0 ,5.0
173,Mall of Dahrain Located inside Mall of Dhahran, Dhahran,Eastern_Province,"American, Steakhouse",American,"Mall of Dahrain Located inside Mall of Dhahran, Dhahran, Ash Sharqiyah, Al Khobar Saudi Arabia",24,Closed Now:See all hours,22 of 40 American in Al Khobar,Papa's Grill,4.0 ,4.0
174,Prince Mohammed Bin Fahd Street Beside Sheraton Dammam Hotel & Towers, Dammam 31462 Saudi Arabia,Eastern_Province,"Caribbean, Jamaican, Arabic",American,"Prince Mohammed Bin Fahd Street Beside Sheraton Dammam Hotel & Towers, Dammam 31462 Saudi Arabia",50,Closed Now:See all hours,1 of 1 Caribbean in Dammam,Saffron,3.5 ,3.5
175,Dammam Saudi Arabia,Dammam Saudi Arabia,Eastern_Province,"ndian, International, Grill, Healthy",International,Dammam Saudi Arabia,8,+ Add hours,5 of 20 Indian in Dammam,Holiday Restaurant Dammam,4.5 ,4.5
176,Prince Mohammed Ibn Fahd Rd, Dhahran Saudi Arabia,Eastern_Province,"apanese, Peruvian, Asian, South American",American,"Prince Mohammed Ibn Fahd Rd, Dhahran Saudi Arabia",6,+ Add hours,1 of 2 Japanese in Dhahran,Tokuzo Restaurant,4.5 ,4.5
177,Fanateer - Al Shati Street Fanateer Mall, Al Jubail Saudi Arabia,Eastern_Province,Pizza,Pizza,"Fanateer - Al Shati Street Fanateer Mall, Al Jubail Saudi Arabia",14,+ Add hours,3 of 8 Pizza in Al Jubail,Pizza Hut,4.0 ,4.0
178,Aln Najam Street, Al Hofuf,Eastern_Province,"afe, Middle Eastern",Arabic,"Aln Najam Street, Al Hofuf, Al Ahsa Saudi Arabia",10,+ Add hours,3 of 5 Cafe in Al Hofuf,Joman Restaurant & Kitchens,4.0 ,4.0
179,Prince Turki Street, Al Khobar Saudi Arabia,Eastern_Province,International,International,"Prince Turki Street, Al Khobar Saudi Arabia",14,Closed Now:See all hours,19 of 29 International in Al Khobar,Rosette,4.0 ,4.0
180,4th Street, Al Khobar Saudi Arabia,Eastern_Province,"Middle Eastern, Asian, Pakistani",Arabic,"4th Street, Al Khobar Saudi Arabia",20,Closed Now:See all hours,24 of 43 Asian in Al Khobar,Kabana Restaurants,4.0 ,4.0
181,King Khalid Road, Al Hofuf,Eastern_Province,"Italian, European, International",Italian,"King Khalid Road, Al Hofuf, Al Ahsa 36361 Saudi Arabia",21,+ Add hours,2 of 5 Italian in Al Hofuf,Amore's,4.0 ,4.0
182,Abdullah Bin AbdulazizKing Road, Ash Shati Al Gharbi,Eastern_Province,"Italian, Pizza, European",Italian,"Abdullah Bin AbdulazizKing Road, Ash Shati Al Gharbi,, Dammam 32413 Saudi Arabia",6,Closed Now:See all hours,31 of 103 Restaurants in Dammam,Piatto,4.5 ,4.5
183,Al Khobar Saudi Arabia,Al Khobar Saudi Arabia,Eastern_Province,"Cafe, Italian, European",Cafe,Al Khobar Saudi Arabia,21,+ Add hours,12 of 31 Italian in Al Khobar,MONDO,4.0 ,4.0
